cap-shape,cap-surface,cap_color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
flat,scaly,gray,1,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,several,woods,edible
flat,scaly,gray,1,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,several,woods,edible
flat,scaly,red,1,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,solitary,woods,edible
flat,scaly,red,1,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,solitary,woods,edible
convex,fiberous,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,several,paths,poisonous
flat,fiberous,red,1,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,solitary,woods,edible
flat,fiberous,red,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,solitary,woods,edible
convex,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,grasses,poisonous
flat,fiberous,red,1,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,solitary,woods,edible
convex,fiberous,gray,0,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,woods,poisonous
flat,scaly,gray,1,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,solitary,woods,edible
flat,scaly,red,1,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,solitary,woods,edible
flat,scaly,red,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,solitary,woods,edible
flat,scaly,gray,1,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,woods,edible
convex,fiberous,red,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,woods,edible
flat,scaly,gray,1,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,solitary,woods,edible
convex,smooth,pink,0,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,woods,poisonous
flat,scaly,brown,1,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,several,woods,edible
convex,fiberous,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,grasses,poisonous
flat,scaly,red,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,several,woods,edible
flat,scaly,gray,1,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,several,woods,edible
flat,fiberous,red,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,several,woods,edible
convex,smooth,white,0,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,poisonous
convex,fiberous,white,0,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,poisonous
convex,scaly,brown,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,edible
flat,fiberous,red,1,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,several,woods,edible
flat,scaly,red,1,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,several,woods,edible
convex,scaly,gray,1,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,solitary,woods,edible
convex,fiberous,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,woods,poisonous
convex,fiberous,white,0,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods,poisonous
flat,scaly,brown,1,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,woods,edible
flat,fiberous,red,1,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,several,woods,edible
convex,fiberous,white,0,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods,poisonous
convex,smooth,gray,0,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,woods,poisonous
convex,scaly,red,1,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,several,woods,edible
convex,fiberous,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,woods,poisonous
convex,fiberous,gray,0,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,poisonous
convex,fiberous,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,woods,poisonous
convex,smooth,gray,0,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,poisonous
convex,fiberous,gray,1,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,several,woods,edible
convex,fiberous,pink,0,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,woods,poisonous
flat,fiberous,red,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,several,woods,edible
convex,smooth,pink,0,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods,poisonous
convex,fiberous,gray,0,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,woods,poisonous
flat,scaly,red,1,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,solitary,woods,edible
convex,fiberous,gray,0,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,woods,poisonous
convex,smooth,gray,0,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods,poisonous
flat,scaly,gray,1,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,solitary,woods,edible
flat,scaly,brown,1,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,solitary,woods,edible
convex,fiberous,gray,0,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,woods,poisonous
flat,fiberous,red,1,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,several,woods,edible
convex,smooth,white,0,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,woods,poisonous
flat,scaly,brown,1,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,several,woods,edible
convex,fiberous,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,woods,poisonous
flat,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,grasses,poisonous
flat,scaly,gray,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,several,woods,edible
convex,fiberous,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,grasses,poisonous
flat,scaly,gray,1,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,several,woods,edible
convex,fiberous,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,grasses,poisonous
flat,fiberous,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,paths,poisonous
flat,fiberous,red,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods,edible
flat,fiberous,gray,1,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,several,woods,edible
convex,fiberous,white,0,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,poisonous
flat,fiberous,gray,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,woods,edible
convex,fiberous,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,paths,poisonous
convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,woods,poisonous
flat,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,paths,poisonous
convex,fiberous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,grasses,poisonous
convex,fiberous,white,0,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,poisonous
convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,woods,poisonous
convex,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,woods,poisonous
convex,fiberous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,paths,poisonous
flat,fiberous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,woods,poisonous
flat,fiberous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,woods,poisonous
flat,scaly,gray,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,solitary,woods,edible
convex,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,grasses,poisonous
flat,fiberous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,paths,poisonous
flat,fiberous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,grasses,poisonous
convex,fiberous,gray,1,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,woods,edible
flat,scaly,brown,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,several,woods,edible
flat,scaly,red,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,several,woods,edible
convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,grasses,poisonous
flat,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,grasses,poisonous
flat,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,woods,poisonous
flat,scaly,red,1,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,solitary,woods,edible
flat,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,grasses,poisonous
flat,fiberous,red,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,several,woods,edible
flat,fiberous,gray,1,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,several,woods,edible
flat,fiberous,gray,1,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,several,woods,edible
convex,fiberous,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,woods,poisonous
convex,scaly,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,grasses,poisonous
flat,fiberous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,grasses,poisonous
flat,scaly,red,1,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,several,woods,edible
convex,fiberous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,solitary,woods,poisonous
flat,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,paths,poisonous
flat,fiberous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,several,grasses,poisonous
flat,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,woods,poisonous
convex,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,paths,poisonous
flat,fiberous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,paths,poisonous
convex,smooth,pink,0,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,woods,poisonous
convex,scaly,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,grasses,poisonous
flat,fiberous,red,1,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,several,woods,edible
flat,scaly,red,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,solitary,woods,edible
convex,fiberous,pink,0,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,poisonous
convex,fiberous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,grasses,poisonous
flat,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,grasses,poisonous
convex,scaly,gray,1,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,woods,edible
flat,fiberous,red,1,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,solitary,woods,edible
flat,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,woods,poisonous
flat,scaly,gray,1,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,several,woods,edible
convex,fiberous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,woods,poisonous
flat,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,grasses,poisonous
flat,fiberous,red,1,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,several,woods,edible
convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,grasses,poisonous
flat,fiberous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,grasses,poisonous
